order_id,user_id,order_date,status
1853,2583,2024-12-09,cancelled
1854,2498,2025-11-09,completed
1855,2654,2024-03-17,cancelled
1856,588,2024-11-20,cancelled
1857,1430,2025-02-20,
1858,4168,2025-04-24,returned
1859,1878,2025-03-01,
1860,3164,2024-07-16,completed
1861,2268,2024-08-07,
1862,2609,2025-05-22,returned
1863,1428,2024-10-10,completed
1864,3508,2026-02-04,returned
1865,4639,2025-08-18,returned
1866,2226,2024-10-07,completed
1867,749,2024-12-29,
1868,1733,2025-08-14,returned
1869,4069,2024-08-11,returned
1870,494,2025-08-15,
1871,1124,2024-04-09,completed
1872,3561,2025-03-07,cancelled
1873,583,2025-10-05,
1874,736,2025-05-22,cancelled
1875,1654,2026-01-21,cancelled
1876,3523,2024-11-28,
1877,4642,2024-07-19,
1878,4640,2025-05-18,
1879,1352,2025-01-30,
1880,3964,2025-05-08,cancelled
1881,4932,2025-10-18,cancelled
1882,3190,2026-01-27,completed
1883,2779,2026-01-15,
1884,3444,2025-01-02,returned
1885,1704,2025-02-11,returned
1886,4937,2024-09-23,completed
1887,3132,2025-03-23,returned
1888,253,2025-08-07,returned
1889,1022,2024-11-09,cancelled
1890,992,2025-01-31,completed
1891,193,2025-10-01,returned
1892,3098,2025-12-18,returned
1893,4613,2025-08-26,
1894,2328,2024-08-05,
1895,10,2026-02-24,cancelled
1896,4598,2024-09-12,
1897,2533,2024-03-23,
1898,2440,2024-08-20,
1899,2536,2024-12-16,completed
1900,1650,2024-07-13,
1901,3495,2024-03-25,completed
1902,2709,2025-03-21,completed
1903,2002,2024-11-20,returned
1904,1808,2024-05-12,
1905,4824,2024-06-09,
1906,4629,2025-03-31,
1907,3805,2025-06-07,
1908,4633,2025-11-05,returned
1909,3115,2025-09-18,cancelled
1910,406,2025-01-01,returned
1911,66,2024-04-06,cancelled
1912,903,2025-06-05,cancelled
1913,3791,2025-05-03,
1914,3495,2025-11-02,returned
1915,642,2025-07-15,returned
1916,4297,2025-03-06,returned
1917,2857,2024-06-20,returned
1918,3561,2025-07-17,cancelled
1919,2707,2024-06-27,returned
1920,2394,2024-05-19,cancelled
1921,2109,2024-05-07,completed
1922,2502,2024-03-24,completed
1923,4944,2024-08-27,cancelled
1924,1987,2025-11-23,returned
1925,3694,2024-10-11,returned
1926,2209,2024-05-13,
1927,4308,2024-08-25,cancelled
1928,392,2026-01-10,returned
1929,1052,2025-10-17,
1930,1791,2024-12-15,returned
1931,1292,2024-06-28,completed
1932,4678,2025-11-06,
1933,1420,2024-09-21,completed
1934,356,2025-11-01,
1935,4249,2025-06-10,returned
1936,3382,2024-11-23,returned
1937,4798,2025-03-28,cancelled
1938,1030,2025-09-06,completed
1939,352,2024-08-03,returned
1940,3546,2024-08-13,returned
1941,526,2024-04-17,cancelled
1942,1831,2024-10-31,completed
1943,1159,2024-06-30,returned
1944,941,2024-07-02,cancelled
1945,3781,2024-04-22,returned
1946,2919,2024-12-31,
1947,4771,2025-07-28,returned
1948,3862,2025-06-14,completed
1949,3525,2025-03-06,completed
1950,4993,2024-12-04,cancelled
1951,2139,2024-03-30,returned
1952,1550,2024-10-03,returned
1953,3249,2025-11-21,
1954,594,2025-05-10,cancelled
1955,4512,2024-03-16,returned
1956,1677,2025-04-19,returned
1957,1561,2025-07-18,
1958,1112,2025-04-27,completed
1959,1597,2025-07-31,returned
1960,1501,2025-08-27,returned
1961,883,2025-08-19,completed
1962,3693,2025-12-09,
1963,3247,2024-11-27,completed
1964,2571,2025-12-20,cancelled
1965,2299,2024-03-09,
1966,411,2025-08-05,cancelled
1967,735,2026-01-12,
1968,2344,2024-09-17,completed
1969,1543,2025-10-23,completed
1970,2610,2024-04-20,completed
1971,4396,2024-04-25,returned
1972,1339,2025-02-18,cancelled
1973,4994,2025-10-04,returned
1974,2772,2024-08-14,cancelled
1975,2759,2024-12-28,cancelled
1976,1094,2026-01-12,cancelled
1977,1916,2025-02-18,completed
1978,1102,2025-01-31,returned
1979,884,2025-11-14,cancelled
1980,82,2025-10-13,cancelled
1981,1617,2025-11-02,returned
1982,3613,2025-07-27,completed
1983,1007,2025-06-09,
1984,2992,2026-02-06,completed
1985,3497,2024-11-23,cancelled
1986,4995,2024-07-12,returned
1987,2583,2024-05-18,cancelled
1988,465,2024-03-11,cancelled
1989,3033,2025-10-21,cancelled
1990,1418,2024-08-28,cancelled
1991,4556,2025-01-14,returned
1992,1398,2024-05-14,cancelled
1993,2219,2025-10-08,cancelled
1994,4426,2024-05-24,returned
1995,4764,2024-07-21,completed
1996,1336,2025-07-06,cancelled
1997,1085,2026-01-09,returned
1998,3059,2025-01-15,completed
1999,3389,2024-09-03,returned
2000,4477,2024-03-01,
2001,833,2024-09-05,
2002,4057,2024-03-05,returned
2003,3391,2024-07-22,completed
2004,4922,2024-03-13,cancelled
2005,410,2024-10-06,
2006,4437,2025-06-25,cancelled
2007,3611,2024-04-04,cancelled
2008,3844,2025-06-09,cancelled
2009,526,2025-06-17,cancelled
2010,4906,2025-08-21,completed
2011,4792,2025-07-09,returned
2012,4373,2025-04-19,returned
2013,4155,2025-05-17,cancelled
2014,3977,2025-11-26,cancelled
2015,3698,2025-03-03,completed
2016,817,2025-11-02,cancelled
2017,387,2025-10-28,completed
2018,4207,2025-01-06,completed
2019,2840,2025-10-16,
2020,410,2025-04-18,completed
2021,406,2024-09-12,
2022,296,2025-11-06,cancelled
2023,2888,2025-11-10,completed
2024,2063,2024-07-27,returned
2025,2608,2026-01-06,completed
2026,1415,2025-04-24,cancelled
2027,4033,2024-04-22,
2028,2047,2025-11-01,cancelled
2029,1490,2025-02-23,cancelled
2030,2370,2025-04-19,cancelled
2031,3078,2024-03-23,cancelled
2032,2626,2024-06-26,returned
2033,3134,2024-02-22,cancelled
2034,13,2024-03-04,cancelled
2035,2375,2025-04-22,returned
2036,152,2025-07-28,returned
2037,4249,2025-06-27,
2038,4753,2024-10-28,returned
2039,3807,2025-08-09,completed
2040,85,2025-02-06,returned
2041,3093,2026-01-07,returned
2042,2566,2024-05-09,cancelled
2043,3672,2025-10-04,
2044,1489,2024-07-01,
2045,1714,2026-01-06,cancelled
2046,4897,2025-11-04,returned
2047,2196,2026-01-16,cancelled
2048,4080,2026-01-17,
2049,1397,2024-05-15,cancelled
2050,4647,2024-08-26,cancelled
2051,660,2025-01-22,
2052,686,2024-12-24,cancelled
2053,1097,2024-06-06,completed
2054,4692,2025-06-24,cancelled
2055,2342,2025-04-29,completed
2056,3363,2024-12-08,cancelled
2057,4845,2025-11-01,returned
2058,4765,2024-02-22,
2059,2002,2025-11-30,
2060,1263,2025-10-21,
2061,2431,2024-08-13,cancelled
2062,3089,2025-11-20,completed
2063,2124,2025-02-03,completed
2064,4516,2026-01-30,returned
2065,1678,2024-11-11,completed
2066,4410,2024-08-15,completed
2067,4702,2025-09-06,cancelled
2068,1287,2025-08-18,completed
2069,686,2025-02-26,cancelled
2070,774,2024-11-15,cancelled
2071,3049,2024-02-22,returned
2072,923,2025-12-31,returned
2073,3568,2024-12-21,
2074,3289,2025-05-23,returned
2075,852,2025-12-15,completed
2076,2148,2024-05-27,completed
2077,2504,2026-01-02,cancelled
2078,8,2025-12-16,completed
2079,1456,2025-06-21,
2080,4297,2024-03-18,
2081,2570,2024-12-08,returned
2082,3177,2024-10-05,
2083,3272,2024-05-06,returned
2084,973,2025-01-28,
2085,1784,2024-05-12,returned
2086,916,2026-01-17,cancelled
2087,3573,2024-06-05,cancelled
2088,1584,2025-05-22,cancelled
2089,524,2024-12-07,completed
2090,2073,2025-02-12,cancelled
2091,924,2024-04-12,returned
2092,4187,2024-12-07,completed
2093,3658,2024-12-24,cancelled
2094,3329,2024-09-16,returned
2095,4316,2024-12-10,completed
2096,4209,2025-09-07,cancelled
2097,4502,2025-04-11,completed
2098,3539,2024-09-26,
2099,1378,2024-12-26,completed
2100,2850,2026-01-16,cancelled
2101,4418,2024-06-01,returned
2102,3245,2025-11-11,cancelled
2103,32,2024-06-23,returned
2104,2676,2024-06-29,cancelled
2105,4338,2026-02-03,cancelled
2106,16,2024-05-08,returned
2107,1326,2024-10-20,
2108,1401,2025-01-10,completed
2109,3262,2025-07-23,
2110,3747,2024-05-30,
2111,1861,2025-04-10,cancelled
2112,1695,2025-09-29,
2113,1670,2025-04-02,cancelled
2114,3339,2025-11-04,completed
2115,935,2025-03-14,
2116,3727,2024-10-10,completed
2117,4524,2025-05-02,returned
2118,891,2025-07-13,completed
2119,1556,2024-04-11,cancelled
2120,1285,2025-03-28,cancelled
2121,4988,2025-02-08,cancelled
2122,4429,2025-05-09,cancelled
2123,1531,2024-09-18,
2124,519,2024-06-01,
2125,163,2024-06-02,
2126,3951,2025-11-08,
2127,356,2025-09-09,
2128,3033,2025-05-22,cancelled
2129,4410,2026-04-19,completed
2130,2183,2026-02-04,cancelled
2131,1044,2024-03-07,
2132,3357,2025-01-23,completed
2133,4122,2025-04-26,completed
2134,4862,2024-11-27,
2135,4369,2024-08-04,cancelled
2136,2449,2024-04-21,returned
2137,1460,2024-03-15,completed
2138,1235,2025-11-12,
2139,3271,2026-01-11,
2140,2900,2024-03-12,completed
2141,3672,2025-05-17,cancelled
2142,4156,2025-03-02,cancelled
2143,1832,2025-05-02,returned
2144,74,2024-10-23,
2145,1119,2024-12-11,completed
2146,3893,2025-07-19,cancelled
2147,3376,2026-01-06,
2148,2495,2025-09-27,completed
2149,4703,2025-04-28,
2150,4608,2024-12-19,completed
2151,4877,2025-12-12,
2152,4080,2026-01-17,returned
2153,4678,2025-07-20,returned
2154,617,2024-05-07,cancelled
2155,4130,2025-06-24,returned
2156,3786,2025-04-04,cancelled
2157,3755,2024-09-30,returned
2158,4764,2025-12-25,completed
2159,2400,2025-01-28,completed
2160,2589,2025-12-07,completed
2161,1366,2025-11-19,
2162,2677,2024-07-20,cancelled
2163,258,2024-10-19,cancelled
2164,3758,2026-02-11,completed
2165,2375,2025-02-25,completed
2166,4460,2025-08-26,cancelled
2167,2070,2025-12-02,returned
2168,1815,2025-04-09,completed
2169,4421,2025-11-02,cancelled
2170,338,2024-05-30,returned
2171,4431,2024-12-06,cancelled
2172,3881,2024-05-29,returned
2173,869,2025-01-14,returned
2174,1938,2024-08-08,completed
2175,3663,2025-06-23,returned
2176,388,2026-01-18,completed
2177,2826,2025-01-01,
2178,3304,2024-09-28,completed
2179,4887,2024-11-26,returned
2180,142,2025-02-14,returned
2181,796,2025-01-08,returned
2182,1570,2024-06-08,
2183,2411,2024-08-08,
2184,425,2024-12-06,
2185,160,2025-02-15,completed
2186,1328,2024-03-20,
2187,287,2024-12-12,completed
2188,1672,2025-09-12,
2189,1007,2025-04-28,completed
2190,2422,2024-07-16,returned
2191,2065,2024-09-12,cancelled
2192,355,2024-09-18,
2193,2810,2024-09-08,
2194,3284,2024-12-03,returned
2195,317,2025-01-26,
2196,1033,2024-03-15,completed
2197,2820,2025-01-03,
2198,1122,2024-08-27,returned
2199,1461,2025-07-11,cancelled
2200,1482,2025-06-21,completed
2201,2718,2025-01-14,cancelled
2202,2416,2024-03-07,
2203,2119,2024-12-16,
2204,3186,2024-04-30,returned
2205,2668,2026-02-19,returned
2206,4922,2025-12-30,
2207,790,2024-03-04,cancelled
2208,2561,2025-11-02,completed
2209,671,2025-06-16,cancelled
2210,2849,2024-10-25,cancelled
2211,4882,2024-02-20,completed
2212,3231,2026-03-08,cancelled
2213,749,2025-04-08,completed
2214,3870,2024-11-17,cancelled
2215,1173,2025-11-18,
2216,3487,2025-07-08,returned
2217,4470,2025-03-16,cancelled
2218,4553,2024-11-14,returned
2219,2632,2024-10-13,returned
2220,4788,2024-05-23,returned
2221,2837,2026-01-28,cancelled
2222,2562,2025-02-03,completed
2223,4116,2025-11-12,returned
2224,689,2025-02-07,
2225,2753,2025-01-01,completed
2226,387,2024-05-09,returned
2227,760,2025-10-20,returned
2228,2518,2025-12-14,returned
2229,3000,2024-04-04,cancelled
2230,1157,2025-04-28,returned
2231,4333,2024-09-26,returned
2232,3779,2026-02-19,completed
2233,2460,2024-10-24,
2234,2371,2024-06-22,cancelled
2235,1896,2024-12-18,
2236,249,2024-10-19,cancelled
2237,4341,2024-10-06,cancelled
2238,563,2024-11-06,cancelled
2239,4270,2025-08-13,cancelled
2240,307,2026-01-17,
2241,1435,2024-09-18,completed
2242,1427,2024-08-29,
2243,1609,2025-09-23,completed
2244,4546,2025-03-10,
2245,513,2024-12-04,returned
2246,3647,2025-10-24,returned
2247,1743,2024-12-01,returned
2248,3954,2025-01-04,completed
2249,4625,2025-08-10,completed
2250,3919,2024-04-15,cancelled
2251,3126,2024-10-21,
2252,3926,2025-12-27,
2253,1332,2024-05-22,
2254,535,2025-08-27,returned
2255,3245,2024-06-21,cancelled
2256,4716,2024-02-29,returned
2257,3523,2024-12-03,returned
2258,2798,2025-08-22,completed
2259,4712,2024-02-21,completed
2260,919,2025-09-27,completed
2261,4540,2026-01-24,returned
2262,4731,2025-12-07,completed
2263,1917,2024-03-16,returned
2264,697,2026-01-11,
2265,2380,2026-02-06,returned
2266,2416,2024-10-22,
2267,4216,2025-09-14,returned
2268,3751,2024-09-07,returned
2269,4597,2024-09-25,returned
2270,4017,2024-09-03,returned
2271,4678,2024-07-26,returned
2272,1036,2026-02-13,completed
2273,421,2024-05-21,cancelled
2274,3614,2025-01-16,
2275,4991,2024-08-18,completed
2276,2452,2024-09-09,cancelled
2277,3702,2026-02-11,completed
2278,2689,2024-11-16,returned
2279,2152,2025-02-25,returned
2280,2179,2025-06-14,cancelled
2281,1310,2026-02-07,
2282,859,2025-07-22,completed
2283,1783,2025-08-27,completed
2284,4119,2024-11-21,returned
2285,4394,2025-08-20,completed
2286,4736,2025-10-29,cancelled
2287,4028,2025-04-01,completed
2288,2758,2025-05-24,completed
2289,186,2024-03-27,cancelled
2290,3648,2024-11-11,
2291,3035,2024-12-31,returned
2292,3484,2024-06-29,
2293,1811,2025-09-01,returned
2294,2565,2025-07-21,completed
2295,3807,2024-06-11,completed
2296,2609,2025-11-27,cancelled
2297,3233,2025-09-12,completed
2298,996,2024-04-09,completed
2299,4789,2024-05-23,completed
2300,4364,2025-12-30,cancelled
2301,3886,2024-08-25,returned
2302,2582,2024-07-09,returned
2303,3495,2025-12-04,completed
2304,4351,2025-01-24,returned
2305,828,2025-05-29,completed
2306,2685,2024-04-08,completed
2307,2453,2025-06-19,cancelled
2308,1693,2026-02-03,
2309,2812,2025-01-19,
2310,3294,2024-04-11,cancelled
2311,647,2024-07-13,cancelled
2312,4176,2024-12-13,
2313,1713,2024-12-28,returned
2314,495,2025-12-04,completed
2315,4461,2025-07-04,returned
2316,3525,2025-10-24,completed
2317,2392,2024-04-26,
2318,705,2024-10-02,returned
2319,3077,2024-06-20,cancelled
2320,4654,2025-05-03,cancelled
2321,948,2025-08-01,completed
2322,2017,2025-06-22,
2323,349,2024-06-11,cancelled
2324,1966,2024-06-18,
2325,3744,2024-03-04,completed
2326,4463,2025-08-11,
2327,3099,2024-07-06,
2328,2043,2026-04-20,returned
2329,674,2024-08-24,
2330,2101,2024-10-07,completed
2331,3377,2025-08-14,completed
2332,859,2025-08-21,
2333,2649,2025-11-10,cancelled
2334,2455,2024-11-24,
2335,352,2024-06-26,returned
2336,307,2024-07-28,cancelled
2337,4480,2025-08-12,completed
2338,1754,2025-08-17,completed
2339,3987,2025-04-20,
2340,1101,2024-04-11,completed
2341,2124,2025-11-27,returned
2342,4333,2024-07-07,cancelled
2343,1732,2024-12-12,completed
2344,4712,2025-05-13,completed
2345,3295,2024-05-19,returned
2346,4972,2024-12-25,completed
2347,1419,2025-03-07,returned
2348,4171,2024-06-07,
2349,2621,2025-05-06,returned
2350,1943,2025-07-11,returned
2351,3717,2024-06-28,cancelled
2352,1010,2025-05-24,
2353,1611,2024-09-26,completed
2354,3481,2026-02-08,completed
2355,3144,2025-11-29,returned
2356,288,2024-10-03,cancelled
2357,1707,2024-06-29,completed
2358,1684,2024-08-22,
2359,2943,2026-01-23,cancelled
2360,1757,2025-02-04,
2361,3891,2024-03-01,
2362,2057,2025-12-22,completed
2363,70,2025-07-20,completed
2364,924,2025-03-10,returned
2365,3434,2024-07-18,completed
2366,1047,2025-11-28,
2367,2167,2025-12-28,cancelled
2368,2147,2024-10-03,completed
2369,1396,2024-04-25,cancelled
2370,286,2024-10-25,returned
2371,1098,2025-07-11,completed
2372,2290,2025-02-28,completed
2373,4053,2025-02-04,returned
2374,1763,2025-11-27,cancelled
2375,1968,2025-03-19,completed
2376,3955,2026-01-13,returned
2377,1184,2024-05-02,cancelled
2378,4457,2024-12-12,
2379,4572,2024-09-08,
2380,3194,2024-12-18,returned
2381,4705,2025-12-27,
2382,1454,2025-05-03,returned
2383,4064,2026-02-01,returned
2384,1520,2025-02-04,returned
2385,1753,2024-08-24,cancelled
2386,884,2024-11-23,completed
2387,2503,2025-07-09,
2388,813,2024-04-24,
2389,3891,2024-04-21,completed
2390,3272,2024-11-14,
2391,1392,2025-07-29,completed
2392,1241,2024-08-26,completed
2393,2747,2025-01-24,cancelled
2394,3393,2025-06-26,cancelled
2395,2953,2025-09-14,cancelled
2396,4455,2025-03-06,completed
2397,3898,2026-03-22,returned
2398,785,2025-12-29,
2399,2733,2024-07-27,completed
2400,3780,2024-12-30,cancelled
2401,733,2024-07-22,cancelled
2402,284,2024-07-22,
2403,767,2026-01-20,completed
2404,3119,2026-01-18,completed
2405,3872,2025-11-17,completed
2406,4061,2024-07-25,cancelled
2407,205,2025-06-12,returned
2408,2289,2025-01-19,
2409,4064,2025-07-21,completed
2410,4483,2025-12-06,completed
2411,52,2025-02-01,
2412,2007,2024-03-14,
2413,1186,2025-11-27,cancelled
2414,2402,2024-08-13,cancelled
2415,1182,2025-04-15,completed
2416,127,2024-04-05,cancelled
2417,1759,2024-05-21,returned
2418,1163,2026-01-31,completed
2419,2500,2024-12-21,
2420,3887,2025-03-20,cancelled
2421,186,2025-02-09,cancelled
2422,3447,2024-08-01,returned
2423,1841,2024-05-20,cancelled
2424,647,2024-06-25,
2425,2459,2025-12-04,completed
2426,1098,2024-12-01,returned
2427,2942,2025-02-22,returned
2428,304,2025-11-04,cancelled
2429,4711,2025-11-04,completed
2430,4400,2025-05-12,completed
2431,3522,2025-01-28,
2432,2340,2024-11-07,
2433,4555,2026-02-05,
2434,4209,2024-05-20,
2435,3798,2024-11-15,
2436,80,2025-08-01,returned
2437,2121,2025-05-30,completed
2438,1891,2024-11-21,
2439,4567,2025-10-02,completed
2440,898,2025-08-22,completed
2441,4647,2025-02-22,cancelled
2442,2464,2025-11-08,completed
2443,4680,2024-03-16,cancelled
2444,1048,2025-12-05,cancelled
2445,1888,2024-02-21,returned
2446,4177,2024-12-10,
2447,321,2025-03-23,cancelled
2448,4703,2025-05-25,
2449,3537,2024-03-05,cancelled
2450,80,2025-05-17,cancelled
2451,1364,2024-11-23,cancelled
2452,4028,2024-05-17,cancelled
2453,2944,2024-03-15,returned
2454,1785,2026-03-06,completed
2455,149,2025-07-25,
2456,2390,2024-04-22,
2457,4864,2024-05-29,completed
2458,28,2024-09-24,completed
2459,976,2025-08-05,
2460,190,2025-03-05,completed
2461,1248,2024-02-25,cancelled
2462,4051,2025-09-14,cancelled
2463,4768,2025-07-13,
2464,367,2025-03-30,
2465,2760,2026-04-12,returned
2466,674,2025-05-22,
2467,2114,2024-05-24,
2468,416,2025-07-19,completed
2469,4830,2025-10-18,returned
2470,2041,2024-04-30,
2471,793,2024-03-04,cancelled
2472,676,2024-10-17,completed
2473,698,2025-02-15,returned
2474,4950,2025-08-01,returned
2475,2702,2025-10-04,cancelled
2476,2532,2025-11-12,cancelled
2477,1550,2024-05-26,returned
2478,99,2024-11-08,completed
2479,2654,2025-04-21,cancelled
2480,3368,2024-04-18,completed
2481,3073,2025-06-22,returned
2482,2240,2024-07-01,
2483,1215,2025-10-16,completed
2484,4510,2024-11-07,cancelled
2485,132,2025-11-22,cancelled
2486,4417,2026-01-27,completed
2487,1247,2024-11-19,cancelled
2488,4206,2026-02-06,
2489,2368,2024-11-09,completed
2490,3204,2025-12-16,cancelled
2491,2840,2024-12-02,completed
2492,2661,2026-01-29,cancelled
2493,2937,2025-01-23,cancelled
2494,1309,2024-03-14,cancelled
2495,3723,2025-11-27,completed
2496,1307,2026-02-26,completed
2497,4588,2024-08-25,cancelled
2498,2720,2025-04-23,completed
2499,3430,2026-02-18,completed
2500,2682,2025-08-26,returned
2501,2350,2025-07-12,
2502,260,2025-06-01,completed
2503,1417,2025-01-21,cancelled
2504,3494,2025-06-29,
2505,699,2025-11-07,cancelled
2506,4280,2025-04-24,cancelled
2507,243,2025-06-04,completed
2508,1440,2025-05-20,cancelled
2509,1042,2024-09-17,
2510,734,2024-03-30,cancelled
2511,2167,2024-07-29,returned
2512,3518,2026-01-11,
2513,1839,2024-05-01,returned
2514,377,2025-06-16,returned
2515,1183,2024-06-03,
2516,1793,2024-03-12,returned
2517,207,2026-01-08,completed
2518,2728,2026-01-21,cancelled
2519,1680,2026-03-24,returned
2520,1220,2025-01-13,returned
2521,4574,2025-02-03,
2522,3358,2025-01-21,cancelled
2523,2604,2024-06-04,completed
2524,1034,2025-04-16,
2525,1502,2025-05-04,
2526,32,2024-07-09,
2527,3174,2025-03-05,returned
2528,3279,2024-07-06,cancelled
2529,2262,2024-06-19,completed
2530,3621,2024-04-13,
2531,3621,2026-01-17,returned
2532,2404,2026-02-16,
2533,660,2025-10-04,cancelled
2534,1702,2024-07-20,returned
2535,3382,2025-08-07,completed
2536,2485,2024-04-04,
2537,1193,2025-09-05,cancelled
2538,2228,2024-10-08,cancelled
2539,2517,2025-05-05,
2540,3100,2025-02-04,cancelled
2541,1236,2025-03-31,completed
2542,3546,2024-11-26,returned
2543,2919,2025-04-07,cancelled
2544,4710,2024-10-09,cancelled
2545,3275,2025-08-30,returned
2546,721,2024-04-04,completed
2547,4040,2025-06-24,cancelled
2548,658,2025-05-01,cancelled
2549,21,2025-06-08,
2550,1847,2025-08-06,returned
2551,2356,2025-12-27,cancelled
2552,4328,2024-10-28,returned
2553,3439,2025-01-12,completed
2554,3320,2025-07-28,returned
2555,150,2025-02-04,returned
2556,826,2025-12-20,completed
2557,1319,2025-05-19,returned
2558,2286,2025-01-12,completed
2559,1528,2024-09-10,cancelled
2560,971,2025-06-08,
2561,4325,2024-07-27,
2562,4069,2026-03-08,cancelled
2563,4139,2025-08-25,
2564,479,2024-11-06,cancelled
2565,1652,2025-10-08,completed
2566,4512,2025-03-31,completed
2567,2262,2024-09-20,completed
2568,1720,2025-02-23,returned
2569,3890,2025-03-17,completed
2570,4067,2025-09-11,completed
2571,3823,2024-05-20,
2572,860,2024-04-04,
2573,1275,2024-02-20,returned
2574,418,2024-12-21,returned
2575,2334,2024-06-25,
2576,2693,2024-11-27,returned
2577,987,2025-02-25,completed
2578,3585,2024-12-17,returned
2579,4343,2025-12-04,cancelled
2580,186,2024-10-01,
2581,4573,2025-02-16,
2582,29,2025-12-16,
2583,3834,2025-03-08,completed
2584,3834,2024-11-20,completed
2585,867,2025-12-14,
2586,4195,2024-04-22,completed
2587,3851,2024-10-14,cancelled
2588,1662,2024-11-30,
2589,4018,2024-11-05,completed
2590,3975,2024-07-16,returned
2591,331,2025-12-13,
2592,4585,2026-02-01,completed
2593,58,2025-07-20,cancelled
2594,4482,2025-01-03,completed
2595,4498,2024-05-01,returned
2596,3814,2024-05-11,completed
2597,2105,2025-08-30,returned
2598,1106,2025-02-24,cancelled
2599,1526,2025-07-28,cancelled
2600,996,2025-10-08,
2601,3150,2024-04-02,
2602,3735,2025-12-28,returned
2603,3868,2024-03-28,completed
2604,3625,2026-02-08,returned
2605,970,2025-05-27,cancelled
2606,2988,2025-02-01,cancelled
2607,450,2025-03-09,completed
2608,2443,2024-09-10,cancelled
2609,37,2024-10-05,
2610,1783,2026-02-08,cancelled
2611,4282,2025-11-06,returned
2612,1283,2025-07-19,returned
2613,922,2025-12-24,cancelled
2614,2364,2025-11-07,returned
2615,1806,2025-01-08,completed
2616,878,2025-06-22,
2617,612,2024-09-06,completed
2618,1873,2025-07-18,completed
2619,3018,2025-10-31,completed
2620,2988,2024-04-07,
2621,3312,2026-01-29,cancelled
2622,2704,2025-11-15,cancelled
2623,744,2024-08-29,completed
2624,971,2026-02-22,returned
2625,3446,2024-10-25,returned
2626,1274,2024-04-28,
2627,4795,2025-02-28,
2628,1002,2024-08-22,returned
2629,4521,2025-07-23,returned
2630,911,2025-05-28,cancelled
2631,626,2024-07-30,
2632,2700,2024-02-27,completed
2633,4852,2024-04-30,returned
2634,4078,2024-03-13,completed
2635,2127,2024-10-16,cancelled
2636,374,2024-11-13,
2637,3141,2024-09-26,completed
2638,2398,2025-07-28,
2639,3030,2025-09-04,returned
2640,3790,2024-08-22,
2641,2934,2024-08-16,completed
2642,224,2025-08-26,
2643,4097,2025-07-27,
2644,3148,2024-11-10,returned
2645,3938,2026-02-02,cancelled
2646,502,2025-08-02,cancelled
2647,2606,2025-07-15,returned
2648,4343,2025-01-03,completed
2649,3624,2025-09-07,returned
2650,2472,2025-06-22,returned
2651,1484,2025-08-16,
2652,4610,2024-07-17,cancelled
2653,3232,2026-01-10,
2654,3694,2024-08-14,cancelled
2655,2460,2025-02-11,completed
2656,3512,2024-09-11,returned
2657,3649,2024-09-13,
2658,1179,2024-08-14,
2659,1692,2025-12-24,returned
2660,4494,2025-04-09,
2661,1134,2025-12-11,returned
2662,1785,2024-06-26,
2663,3893,2025-01-29,completed
2664,248,2024-05-06,returned
2665,4288,2025-08-24,
2666,1915,2025-09-27,cancelled
2667,2742,2025-07-21,returned
2668,2128,2025-03-19,completed
2669,209,2024-05-23,cancelled
2670,4733,2025-03-27,
2671,2682,2024-10-25,
2672,2109,2025-03-02,completed
2673,2636,2025-03-17,
2674,3881,2026-01-03,
2675,2778,2025-02-25,returned
2676,3575,2024-12-24,completed
2677,227,2025-12-19,cancelled
2678,4317,2024-09-17,returned
2679,1483,2024-07-05,
2680,3297,2025-09-01,cancelled
2681,1690,2024-02-29,cancelled
2682,1443,2024-11-12,cancelled
2683,1207,2025-01-22,
2684,615,2025-11-12,
2685,4015,2025-04-01,
2686,4029,2024-09-27,completed
2687,469,2024-11-05,returned
2688,4450,2025-10-02,returned
2689,2198,2025-06-11,
2690,1907,2025-01-02,completed
2691,849,2025-01-07,
2692,65,2025-07-07,cancelled
2693,1468,2025-05-31,cancelled
2694,1477,2025-02-20,
2695,4659,2025-10-28,completed
2696,2181,2024-12-01,cancelled
2697,2201,2025-07-31,
2698,497,2024-04-08,
2699,586,2025-02-23,
2700,159,2025-08-18,cancelled
2701,659,2025-09-19,
2702,3651,2025-04-04,completed
2703,89,2024-05-11,completed
2704,1625,2025-02-13,cancelled
2705,3759,2025-02-06,cancelled
2706,2291,2025-10-13,
2707,927,2024-12-16,
2708,2283,2024-10-16,
2709,1980,2024-04-14,completed
2710,4611,2025-12-24,completed
2711,2664,2025-04-20,returned
2712,2866,2024-10-04,returned
2713,4945,2025-10-28,cancelled
2714,1843,2025-01-06,cancelled
2715,1295,2024-04-17,
2716,713,2024-04-05,cancelled
2717,966,2025-11-18,
2718,392,2025-07-27,returned
2719,4614,2024-05-08,
2720,3527,2024-05-11,
2721,2713,2025-08-06,cancelled
2722,1362,2025-06-04,returned
2723,1683,2025-01-05,
2724,4804,2025-03-05,returned
2725,5,2026-01-21,
2726,23,2024-11-25,
2727,2977,2025-10-08,
2728,178,2024-11-19,cancelled
2729,84,2024-09-09,completed
2730,1408,2025-08-19,completed
2731,637,2024-12-09,returned
2732,2452,2024-03-18,cancelled
2733,2290,2024-09-14,returned
2734,284,2024-03-07,cancelled
2735,1286,2024-08-01,returned
2736,2026,2025-10-05,cancelled
